22:6,9,4,1,2,2,6,9,2,8,5,4,9,3,2,9,4,2,1,7,3,6,1,1,9,2,5,9,6,9
23:1,1,6,8,7,6,2,9,3,2,1,2,6,4,7,9,9,8,4,1,6,5,3,6,9,5,6,9,3,3
24:4,6,1,4,8,7,8,9,3,9,5,6,2,8,1,2,4,4,7,8,2,6,4,3,1,4,6,1,2,8
25:6,4,8,3,6,4,2,3,4,3,1,2,5,6,2,5,4,6,7,8,8,5,8,6,3,3,1,2,7,3
26:1,1,6,8,7,6,2,9,3,2,1,2,6,4,7,9,9,8,4,1,6,4,3,6,9,5,6,9,3,6
27:3,9,3,6,5,2,6,3,1,8,9,4,8,4,6,6,1,2,6,2,1,7,3,7,1,4,4,1,3,1
28:8,7,7,3,9,5,7,6,4,6,3,5,4,6,5,2,6,1,5,6,2,7,1,5,3,4,8,1,9,3
29:8,8,6,3,8,7,5,7,3,9,2,3,3,1,5,4,4,9,4,5,9,3,1,1,5,4,3,4,2,2
30:2,9,2,8,9,9,6,4,7,3,7,5,7,9,2,7,2,6,9,8,8,9,4,5,7,9,6,5,1,5
31:3,5,9,6,2,8,4,6,5,1,2,7,4,5,7,9,2,7,7,7,4,9,6,4,3,9,3,3,8,2
32:9,6,9,6,8,2,6,5,5,7,3,2,2,4,7,7,3,7,3,3,4,9,8,8,6,4,8,3,4,1
33:7,1,7,5,4,3,2,6,5,5,6,3,3,1,7,3,9,3,8,6,4,3,2,5,9,3,2,7,6,1
34:5,5,9,2,6,8,8,6,4,2,4,1,3,9,7,4,9,1,9,5,6,5,6,4,7,9,2,5,2,1
35:5,9,6,6,8,5,4,3,5,4,2,5,1,6,7,6,3,2,2,1,5,1,9,4,6,1,8,9,9,5
36:2,8,5,9,1,1,3,4,9,3,9,7,5,2,5,9,9,6,4,2,3,3,2,8,6,8,5,7,5,9
37:1,2,5,8,6,5,3,5,6,2,8,2,8,9,9,2,8,3,2,3,6,3,4,2,4,6,7,2,8,7
38:6,8,1,5,1,5,7,3,7,7,1,1,8,9,5,3,6,6,6,6,6,6,8,7,5,3,1,5,4,7
39:6,1,6,3,4,5,1,4,4,3,8,7,6,8,3,2,8,3,3,1,9,9,9,2,8,6,2,1,3,7
40:7,7,7,4,8,9,7,9,6,4,6,4,8,6,4,1,4,3,9,8,5,9,4,7,8,4,9,5,8,9
41:3,4,1,9,8,6,8,7,7,8,2,7,2,4,2,1,3,5,7,5,7,5,3,6,4,4,4,8,4,7
42:3,5,1,9,6,8,9,5,1,6,6,6,9,9,4,6,2,2,3,3,6,6,5,1,4,6,9,8,3,3
43:1,5,2,5,7,5,3,2,9,4,4,1,3,3,8,3,2,3,2,8,5,9,5,2,1,4,2,7,3,5
44:8,2,1,2,5,6,5,8,5,6,9,9,5,9,8,1,8,5,8,3,3,3,9,2,1,7,4,8,7,8
45:6,5,5,9,1,5,8,2,8,7,8,9,6,6,5,3,4,1,4,1,9,4,5,5,3,1,2,2,2,4
46:4,7,1,2,9,9,1,4,6,8,5,2,8,8,7,3,1,3,9,3,2,9,7,8,5,2,2,5,8,5
47:8,3,3,2,3,2,9,2,1,2,8,1,6,7,7,2,6,8,3,4,8,3,8,5,5,9,2,3,1,8
48:9,5,7,6,5,5,3,3,6,8,8,5,8,5,9,1,2,4,2,2,3,4,8,3,3,7,6,8,7,2
49:7,9,9,4,3,7,8,4,7,4,5,3,2,6,2,6,7,4,3,2,7,8,5,7,3,4,6,5,6,5
50:3,9,2,5,7,4,4,8,6,2,5,3,8,8,4,6,3,5,7,1,3,3,3,7,1,7,9,2,7,9
51:5,2,3,4,4,4,9,3,5,8,6,2,2,3,5,5,7,9,9,2,2,9,4,3,8,9,9,2,9,5
52:2,5,1,8,3,1,1,5,5,4,7,3,5,3,5,3,4,1,2,3,7,9,8,1,8,6,7,2,8,8
53:8,4,4,1,6,4,4,5,2,8,1,9,4,6,2,7,4,9,6,5,8,2,6,1,7,3,6,6,4,5
54:7,7,4,4,3,5,4,8,1,4,6,8,3,5,2,9,7,3,3,2,9,8,7,6,1,7,7,3,5,6
55:7,5,6,4,8,5,3,5,7,8,7,9,9,4,1,3,4,5,4,3,4,4,1,4,7,6,7,6,6,8
56:2,9,8,4,4,6,5,1,4,6,9,2,9,9,3,4,2,8,2,4,6,6,5,5,7,7,3,3,1,3
57:2,5,5,3,9,1,9,8,8,4,6,7,2,7,8,9,8,9,4,8,4,9,2,8,1,8,2,9,5,6
58:1,7,8,3,4,9,8,7,6,5,6,4,9,1,1,1,3,3,3,5,4,4,6,3,1,6,6,6,1,9
59:3,9,5,9,4,1,4,7,4,9,9,7,9,8,3,2,6,9,8,8,8,5,3,4,9,3,2,4,8,4
60:6,2,6,9,2,3,2,8,8,9,7,6,1,8,7,7,8,9,2,8,8,5,1,5,4,5,4,3,3,2
61:6,6,7,5,2,5,4,8,6,4,3,4,1,4,8,4,2,6,5,9,4,4,1,5,3,6,4,9,4,7
62:8,6,9,1,7,5,6,9,1,8,5,9,1,3,3,4,9,7,9,1,1,3,1,4,2,2,9,7,6,8
63:2,4,1,9,7,2,6,5,9,3,5,5,3,3,5,3,9,9,3,7,8,9,9,5,2,8,5,8,3,7
64:3,6,8,1,3,3,9,9,5,8,1,3,6,1,7,7,3,5,6,7,3,3,5,2,9,8,9,5,5,1
65:6,6,8,7,5,7,3,1,3,4,6,3,9,6,3,7,1,9,1,4,5,4,3,5,5,7,4,9,7,9
66:3,3,5,7,2,2,9,5,1,1,8,3,3,8,9,7,2,7,2,7,7,9,1,5,6,7,3,9,5,4
67:2,1,5,8,3,9,5,8,5,5,4,5,6,4,5,8,2,2,2,5,1,9,9,5,1,2,8,5,1,5
68:6,6,7,5,2,5,4,8,6,4,3,4,1,4,8,4,2,6,5,9,4,4,1,5,3,6,4,9,4,3
69:8,2,1,2,5,6,5,8,5,6,9,9,5,9,8,1,8,5,8,3,3,3,6,2,1,7,4,8,7,1
70:6,1,3,7,8,4,7,4,8,2,2,8,4,2,6,2,8,1,2,8,7,3,6,4,5,5,7,5,8,3
71:2,7,1,1,4,6,2,8,8,8,8,7,9,8,4,5,7,4,8,2,7,7,3,9,7,5,1,9,2,6
72:8,3,9,3,7,7,3,6,4,9,3,4,1,5,9,3,8,8,5,4,2,4,6,3,4,8,2,8,4,1
73:5,5,9,6,5,3,5,5,5,7,8,7,1,6,1,7,2,8,7,7,2,5,3,8,3,4,6,3,6,7
74:6,5,8,3,8,2,9,7,1,4,3,2,1,5,8,2,4,1,3,2,1,7,9,8,4,7,1,7,6,8
75:9,3,7,8,3,2,2,6,2,9,3,4,8,9,1,6,8,3,3,7,2,2,2,2,8,6,6,8,8,2
76:3,7,6,4,1,2,6,8,9,2,9,9,9,3,9,3,2,2,8,6,8,3,3,2,4,4,2,3,8,7
77:8,7,1,7,2,8,4,6,4,7,4,9,2,6,4,5,6,7,9,3,7,9,8,5,8,8,5,8,8,7
78:3,1,1,4,6,9,1,3,3,8,9,9,3,7,4,3,1,4,6,6,8,2,5,3,6,8,3,2,8,5
79:9,4,1,5,5,3,2,3,1,3,1,3,2,1,9,2,5,8,6,2,6,1,7,5,1,3,7,2,1,2
80:1,8,6,5,2,5,8,4,3,2,7,5,2,5,4,4,1,7,1,7,4,6,8,6,5,3,4,6,8,6
81:4,6,7,4,7,5,9,8,6,2,6,5,9,4,9,6,4,5,8,8,7,5,8,4,3,6,7,7,2,1
82:7,4,2,9,9,4,6,9,3,7,6,4,8,7,8,2,8,7,5,3,4,2,4,4,7,5,4,6,7,4
83:7,3,1,8,3,2,2,5,9,7,8,7,3,9,1,6,8,4,2,2,2,3,5,9,9,6,4,9,3,6
84:3,8,2,7,8,1,6,8,3,3,6,8,7,5,3,6,5,2,9,9,7,3,1,2,2,8,5,3,8,6
85:2,2,1,3,6,8,1,4,6,7,2,4,2,5,8,2,3,7,3,1,4,8,1,3,7,3,5,8,8,7
86:1,5,8,9,9,3,1,8,3,2,1,2,1,1,4,9,2,1,7,7,7,5,2,8,5,7,6,7,7,5
87:6,8,2,4,3,5,5,3,1,1,6,9,8,6,6,9,1,1,2,8,8,6,2,3,1,4,7,8,2,2
88:3,4,6,6,6,4,5,6,9,4,5,4,1,9,8,9,9,5,5,1,8,7,1,2,7,7,6,3,3,3
89:8,8,9,7,2,5,1,4,9,3,9,2,5,5,7,5,7,4,2,4,3,7,1,5,1,6,4,1,2,8
90:1,7,5,7,7,3,5,1,8,8,2,2,7,4,4,8,1,1,3,7,1,5,6,3,4,4,5,9,8,8
91:6,8,9,6,2,4,9,4,4,6,4,8,3,1,7,8,1,6,3,6,5,9,4,2,6,2,3,7,9,2
92:5,1,8,1,2,9,1,2,7,9,3,4,3,4,8,1,6,2,4,6,1,3,4,6,6,5,2,7,1,3
93:3,9,7,1,5,3,7,5,9,7,5,1,8,3,7,9,1,5,7,4,1,9,1,3,7,6,5,1,7,5
94:9,4,1,2,6,9,9,3,5,3,1,6,4,5,9,4,5,6,9,4,3,3,1,8,7,4,5,4,4,5
95:8,4,9,7,6,3,5,8,1,3,8,4,7,2,7,2,5,3,3,3,9,8,4,7,6,7,8,9,9,3
96:2,9,8,5,7,8,6,1,5,5,6,7,7,6,6,1,2,6,6,1,8,6,1,2,2,9,8,4,7,5
97:5,1,2,6,1,9,8,4,4,2,9,9,4,4,2,8,3,6,7,7,1,1,1,2,5,8,7,2,9,8
98:2,6,9,1,8,1,9,5,3,6,4,8,1,1,5,6,6,9,1,1,4,9,2,5,9,6,4,1,7,8
99:2,4,9,5,1,4,7,4,8,3,5,8,6,4,8,9,7,7,8,9,1,5,3,3,2,9,6,5,2,9
100:6,1,3,7,8,6,5,8,1,5,6,6,4,3,7,9,6,5,9,9,2,4,3,5,7,8,8,2,5,2
101:2,6,9,1,8,1,9,5,3,6,4,8,1,1,2,6,6,9,1,1,4,9,2,5,9,6,4,1,7,2
102:6,7,9,6,2,6,1,7,7,6,4,7,1,4,2,8,6,2,6,4,4,9,4,1,6,6,3,7,9,7
103:1,1,3,6,1,2,6,4,9,6,5,7,5,9,2,1,5,3,8,3,6,7,4,1,2,9,8,2,1,3
104:3,1,7,6,9,5,9,8,4,6,7,9,7,5,8,9,3,2,8,4,2,6,3,2,1,3,6,6,2,3
105:7,7,6,3,9,9,9,4,1,5,8,9,5,9,6,9,9,5,7,5,7,6,5,9,1,7,6,4,3,7
106:3,5,9,6,2,8,4,6,5,1,2,7,4,5,7,9,2,7,7,7,4,9,6,4,3,9,3,3,8,5
107:4,1,5,2,8,6,2,2,5,3,9,4,8,5,2,3,3,8,7,8,7,7,4,9,4,2,7,9,6,4
108:1,6,6,2,9,7,4,6,4,6,6,1,4,9,5,4,2,4,3,4,4,3,8,2,5,9,7,5,3,7
109:9,1,4,6,8,2,4,9,6,7,6,1,9,6,1,3,1,8,2,3,1,1,1,4,1,3,6,4,8,4
110:9,6,1,8,9,3,1,2,2,9,4,1,9,5,3,6,7,2,1,6,3,6,6,3,1,9,6,7,2,5
111:5,7,6,2,5,5,3,4,8,6,9,5,1,5,5,6,7,4,2,3,3,3,5,4,1,7,2,4,6,6
112:2,6,1,8,5,8,2,7,8,6,5,3,9,9,2,6,6,5,8,1,3,5,1,9,6,6,1,6,6,3
113:2,6,1,8,5,8,2,7,8,6,5,3,9,9,2,6,6,5,8,1,3,5,1,9,6,6,1,6,6,4
114:2,7,6,3,6,6,9,6,7,3,1,4,7,9,7,4,7,8,1,5,7,3,8,9,5,3,2,1,6,7
115:5,1,3,4,3,1,1,2,5,7,2,7,4,2,2,9,6,7,2,8,7,7,3,3,9,2,9,3,2,9
116:8,6,1,7,3,6,4,3,4,1,5,1,7,8,5,4,6,1,5,3,4,9,5,1,6,3,1,1,5,9
117:3,1,7,6,9,5,9,8,4,6,7,9,7,5,8,9,3,2,8,4,2,6,3,2,1,3,6,6,2,4
118:2,2,3,1,8,5,7,5,5,6,3,4,6,2,5,5,4,8,3,4,7,5,8,4,5,9,8,1,3,3
119:1,3,7,4,5,2,1,1,7,2,2,5,9,1,6,2,7,1,1,7,5,6,6,1,8,9,8,4,9,2
120:6,9,2,2,6,2,4,2,3,8,1,4,7,3,3,9,7,5,3,7,3,6,4,6,6,7,6,1,2,5
121:5,2,2,3,7,4,9,3,9,6,1,1,6,9,1,4,2,4,5,3,5,2,5,7,3,3,5,2,6,3
122:3,5,1,5,5,6,6,4,9,1,2,1,9,9,4,1,9,3,2,5,3,4,7,1,1,6,8,7,3,4
123:3,5,8,9,7,9,4,5,5,5,4,1,6,3,5,3,9,6,2,3,5,9,5,9,5,4,4,6,6,6
124:2,6,2,9,2,6,7,2,8,9,6,4,3,2,7,2,6,2,7,2,6,9,2,8,2,9,2,9,2,8
125:2,9,4,6,7,6,2,2,1,2,7,8,4,2,7,7,3,2,1,4,7,6,4,8,3,7,9,3,8,6
126:6,4,7,4,1,8,4,3,1,3,2,8,8,9,4,1,2,1,7,3,9,4,2,6,8,9,2,7,1,8
127:7,7,4,4,3,5,4,8,1,4,6,8,3,5,2,9,7,3,3,2,9,8,7,6,1,7,7,3,5,5
128:9,6,2,7,3,1,1,9,2,4,6,5,8,4,7,7,4,6,2,4,8,8,5,1,8,7,2,1,1,4
129:3,3,5,7,2,2,9,5,1,1,8,3,3,8,9,7,2,7,2,7,7,9,1,5,6,7,3,9,5,6
130:7,9,7,4,3,2,8,7,3,2,7,5,7,4,8,7,8,4,6,4,6,1,8,3,6,3,3,3,3,2
131:5,3,5,9,1,5,4,2,2,9,4,2,3,9,6,6,4,7,5,2,2,1,9,6,5,4,8,2,4,6
132:1,6,5,8,6,6,5,3,1,3,8,2,8,7,8,5,7,5,5,5,5,1,2,3,9,4,2,5,5,5
133:6,4,7,4,1,8,4,3,1,3,2,8,8,9,4,1,2,1,7,3,9,4,2,6,8,9,2,7,1,8
134:7,6,5,1,2,1,1,5,4,7,6,9,8,3,6,7,9,6,4,9,5,3,8,6,7,7,6,9,4,3
135:9,8,3,3,8,9,3,7,4,6,6,4,1,5,3,6,5,1,9,2,5,1,2,5,3,8,9,7,8,9
136:1,4,1,5,8,1,7,8,4,4,6,7,3,2,2,8,2,6,1,4,2,1,6,3,3,4,9,2,6,4
137:6,6,6,2,9,7,4,6,4,6,6,1,4,9,5,4,2,4,3,4,4,3,8,2,5,9,7,5,3,8
138:3,2,4,6,6,8,4,5,4,5,7,7,7,6,7,1,2,5,9,3,4,5,6,9,4,1,1,7,3,4
139:1,9,3,2,1,9,4,1,5,4,7,7,6,5,9,7,8,4,2,8,1,7,8,3,2,6,6,9,6,8
140:2,1,5,8,3,9,5,8,5,5,4,5,6,4,5,8,2,2,2,3,1,9,9,5,1,2,8,5,1,5
141:7,1,3,6,5,4,1,9,9,1,3,2,5,8,5,2,9,1,9,3,9,4,9,4,8,1,9,1,6,7
142:3,6,8,1,3,3,9,9,5,8,1,3,6,1,7,7,3,5,6,7,3,3,5,2,9,8,9,5,9,5
143:6,8,3,2,6,1,4,4,1,3,8,4,9,1,7,4,9,7,4,3,4,1,9,7,2,4,4,5,7,5
144:3,3,1,8,8,7,6,3,5,6,2,7,3,8,9,9,2,1,4,4,7,7,8,1,2,6,8,3,1,1
145:6,7,9,6,2,6,1,7,7,6,4,7,1,4,2,8,6,8,6,4,4,9,4,1,6,6,3,7,9,8
146:4,7,2,1,5,3,9,6,4,2,2,1,8,4,7,6,8,7,8,9,5,7,7,1,4,5,3,5,8,6
147:5,6,4,1,6,9,9,4,8,9,3,3,2,3,6,3,4,8,2,9,4,1,4,4,3,1,5,4,8,9
148:2,5,5,3,9,1,9,8,2,4,6,7,2,7,8,9,8,9,4,8,4,9,2,8,1,8,2,9,5,7
149:7,9,6,9,8,9,9,3,1,4,4,8,7,7,9,1,3,4,8,5,4,7,8,4,7,9,8,9,4,6
150:3,1,1,5,9,9,8,7,1,6,6,8,2,3,8,1,5,1,1,1,6,3,2,7,5,6,4,1,9,7
151:8,4,9,7,6,3,5,8,1,3,8,4,7,2,7,2,5,3,3,3,9,8,4,7,6,7,8,9,9,3
152:8,9,6,5,1,6,4,5,6,1,8,5,8,1,9,1,1,8,5,8,7,2,3,1,4,5,7,5,1,1
153:8,3,4,5,8,8,4,5,2,8,4,1,8,1,1,9,5,9,3,1,3,7,2,4,3,1,3,4,9,9
154:2,8,5,3,5,9,6,6,8,5,6,6,2,8,9,7,4,5,3,1,2,1,6,6,4,7,4,2,3,5
155:1,7,5,9,1,2,2,9,1,7,2,2,9,6,5,7,6,7,7,5,1,8,8,4,8,4,1,4,1,8
156:4,7,3,4,4,6,1,8,6,7,2,2,8,6,2,8,2,8,9,7,3,5,7,8,8,1,7,4,6,6
157:4,5,1,5,2,6,3,8,5,7,2,8,2,6,8,5,3,7,1,3,9,9,4,2,7,4,5,3,7,9
158:2,4,9,5,1,4,7,4,8,3,5,8,6,4,1,9,7,7,8,9,1,5,3,3,2,9,6,5,2,7
159:1,5,3,9,8,4,5,6,8,3,2,5,6,9,2,3,3,9,3,4,4,5,8,3,6,5,7,8,9,7
160:4,7,1,2,9,9,1,4,6,8,5,2,8,8,7,3,1,3,9,3,2,9,7,8,5,2,2,5,8,9
161:7,9,1,4,2,1,5,7,7,6,4,9,6,2,2,4,1,7,1,7,6,6,5,3,6,7,7,4,9,1
162:8,6,8,2,5,8,3,4,9,2,9,8,2,7,7,1,2,6,8,2,5,9,5,9,4,5,6,1,6,7
163:3,5,6,3,9,1,7,5,3,8,8,9,7,4,1,3,7,5,4,9,8,5,5,8,8,3,1,5,9,6
164:3,2,3,7,1,2,3,9,5,1,3,7,1,8,6,7,8,6,5,2,3,1,4,9,9,5,4,5,1,9
165:5,1,2,6,1,9,8,4,4,2,9,9,4,4,2,8,3,6,7,7,1,1,1,2,5,8,7,2,5,8
166:6,7,2,3,4,2,3,2,3,9,2,1,2,7,6,3,3,3,4,8,4,8,5,6,2,3,2,8,6,3
167:8,6,1,7,3,6,4,3,4,1,5,1,7,8,5,4,6,1,5,3,4,9,5,1,6,3,1,1,4,3
168:2,2,1,3,6,8,1,4,6,7,2,4,2,5,8,2,3,7,3,1,4,8,1,3,7,3,5,8,7,4
169:2,5,2,6,8,1,8,8,1,6,1,1,4,5,2,2,8,1,1,5,2,8,9,7,5,3,6,4,2,7
170:6,8,3,2,6,1,4,4,1,3,8,4,9,1,7,4,9,7,4,3,4,1,9,7,2,4,4,5,7,3
171:8,6,1,7,3,6,4,3,4,1,5,1,7,8,5,4,6,1,5,3,4,9,5,1,6,3,1,1,5,3
172:5,5,5,8,6,9,7,2,3,9,3,7,5,8,3,1,8,6,7,7,2,6,1,6,7,3,9,1,2,7
173:3,2,4,6,6,8,4,5,4,5,2,7,7,6,7,1,2,5,9,3,4,5,6,9,4,1,1,7,3,1
174:9,4,1,8,6,2,9,6,6,2,1,9,1,1,1,4,8,2,5,6,3,7,4,6,8,8,4,4,7,3
175:1,4,1,5,8,1,7,8,4,4,6,7,3,2,2,8,4,6,1,4,2,1,6,3,3,4,9,2,6,4
176:2,9,6,7,2,8,8,3,7,8,2,3,1,5,6,5,3,2,7,5,6,7,7,2,3,1,1,1,4,2
177:4,5,1,8,3,3,6,4,7,9,7,2,7,3,2,9,2,3,9,2,8,7,1,5,3,7,9,2,7,2
178:6,7,9,6,2,6,1,7,7,6,4,7,1,4,2,8,6,8,6,4,4,9,4,1,6,6,3,7,9,7
179:7,7,7,4,8,9,7,9,6,4,6,4,8,6,4,1,4,3,9,8,5,9,4,7,8,4,9,5,8,2
180:9,9,2,7,8,1,7,9,2,6,2,1,2,1,5,4,3,7,6,4,3,6,6,2,9,9,8,6,9,8
181:4,9,9,8,6,5,6,2,6,4,5,8,6,8,5,5,5,2,5,1,9,1,4,7,8,2,5,6,9,6
182:2,6,9,1,8,1,9,5,3,6,4,8,1,1,2,6,6,9,1,1,4,9,2,5,9,6,4,1,7,8
183:4,9,9,5,1,1,5,6,1,3,9,2,9,2,9,2,5,2,2,1,6,8,1,3,1,2,8,3,4,2
184:5,5,9,2,6,8,8,6,4,2,4,1,3,9,7,4,9,1,9,5,6,5,6,4,7,9,2,5,2,4
185:4,5,1,5,2,6,3,8,5,7,2,8,2,6,8,5,3,7,1,3,9,9,4,2,7,4,5,3,7,3
186:7,7,6,3,9,9,9,4,1,5,8,9,5,9,6,9,9,5,7,5,7,6,5,1,1,7,6,4,3,7
187:6,1,1,6,2,3,9,6,5,6,5,1,1,3,4,3,2,5,8,5,5,1,6,1,2,4,1,2,3,8
188:7,3,1,8,3,2,2,5,9,7,8,7,3,9,1,6,8,4,2,2,2,3,5,9,9,6,4,9,3,1
189:1,8,6,4,1,3,5,5,1,3,5,3,4,6,6,2,9,2,8,7,4,8,2,4,4,5,8,5,3,6
190:3,9,6,6,3,4,1,8,6,2,3,3,4,1,6,4,4,4,6,4,4,7,5,3,4,9,4,5,4,7
191:2,8,1,9,6,7,9,5,9,7,7,1,7,9,8,2,3,2,4,9,8,9,7,1,4,3,4,2,6,9
192:4,1,7,1,8,6,4,8,5,4,5,7,8,3,1,2,4,4,8,1,1,1,3,9,7,3,1,5,4,1
193:8,6,3,4,6,8,6,7,2,1,6,3,4,4,7,1,8,4,9,3,9,6,2,2,4,2,3,8,6,1
194:7,8,2,6,5,6,5,7,2,7,2,5,4,3,8,7,1,5,2,1,2,2,6,7,3,6,2,5,3,5
195:9,8,3,3,8,9,3,7,4,6,6,4,1,5,3,6,5,1,9,2,5,1,2,3,3,8,9,7,8,8
196:7,9,1,4,2,1,5,7,7,6,4,9,6,2,2,4,1,7,1,7,6,6,5,3,6,7,7,4,9,3
197:9,8,3,3,8,9,3,7,4,6,6,4,1,5,3,6,5,1,9,2,5,1,2,5,3,8,9,7,8,8
198:5,1,8,1,2,9,1,2,7,3,3,4,3,4,8,1,6,2,4,6,1,3,4,6,6,5,2,7,1,3
199:8,7,1,5,3,9,8,9,2,7,1,7,6,3,5,5,1,3,4,5,9,2,9,4,1,9,6,1,9,4
200:3,7,1,5,1,5,6,1,1,9,4,9,3,6,2,5,8,8,2,4,6,4,5,1,9,9,6,1,1,3
201:8,1,3,5,8,1,7,3,2,1,6,9,5,5,3,5,6,2,5,8,8,3,9,8,3,6,5,8,6,7
202:2,5,8,7,7,6,7,8,6,9,3,8,8,1,8,5,8,5,6,5,7,8,7,3,6,7,3,3,2,7
203:8,1,3,5,8,1,7,3,2,1,6,9,5,5,3,5,6,2,5,8,8,3,9,4,3,6,5,8,6,9
204:5,9,6,6,8,5,4,3,5,4,2,5,1,2,7,6,3,2,2,1,5,1,9,4,6,1,8,9,9,5
205:6,3,1,4,3,6,3,2,5,4,5,4,1,7,9,4,1,1,1,4,7,1,4,9,4,6,1,2,2,9
206:1,8,6,4,1,3,5,5,1,3,5,3,4,6,6,2,9,2,8,7,4,8,2,4,4,7,8,5,3,6
207:2,4,5,2,3,6,5,7,8,4,9,1,2,6,7,4,3,6,4,2,2,1,4,5,4,7,7,2,7,8
208:5,5,9,2,6,8,8,6,4,2,4,1,3,9,7,4,9,1,7,5,6,5,6,4,7,9,2,5,2,4
209:6,4,1,8,6,4,1,6,3,7,3,8,8,2,9,4,8,8,6,3,3,9,8,7,3,6,5,3,8,1
210:3,6,9,8,3,5,4,5,6,1,2,5,4,4,5,6,6,5,8,2,4,7,2,4,6,6,9,8,5,4
211:6,3,2,9,4,1,5,2,7,1,2,8,7,4,4,3,5,1,1,1,4,4,4,8,3,8,2,6,8,8
212:8,5,1,7,4,8,7,9,2,7,9,8,2,3,1,5,3,1,5,7,2,4,5,9,7,3,5,9,6,5
213:9,6,1,8,9,3,1,2,2,5,4,1,9,5,3,6,7,2,1,6,3,6,6,3,1,9,6,7,2,9
214:9,9,8,3,1,6,3,8,9,6,3,5,5,1,7,3,1,8,1,1,8,1,7,4,9,9,8,9,9,5
215:5,2,3,4,9,8,3,1,2,2,8,4,7,1,3,5,7,6,6,3,9,8,5,4,6,2,5,4,3,8
216:2,9,8,5,7,8,6,1,5,5,6,7,7,6,6,1,3,6,6,1,8,6,1,2,2,9,8,4,7,6
217:4,6,4,2,2,2,6,3,2,1,9,3,6,2,8,4,4,3,9,4,6,6,3,5,2,5,4,7,2,4
218:1,1,1,5,1,9,1,1,1,7,3,1,9,1,7,6,9,6,2,5,5,2,3,4,9,1,8,8,5,2
219:3,5,9,6,2,8,4,6,5,1,2,7,4,5,7,9,2,7,7,7,4,9,5,4,3,9,3,3,8,5
220:4,8,7,2,5,9,5,3,1,9,8,2,9,8,6,2,6,7,9,4,5,8,5,3,8,6,1,9,3,5
221:3,1,5,5,3,3,4,6,8,1,8,2,7,9,3,5,3,1,8,8,4,5,6,3,1,3,3,7,9,5
222:5,8,1,6,1,6,2,8,4,4,5,5,4,9,9,6,6,3,7,7,5,8,6,5,1,9,2,2,5,9
223:9,4,1,2,7,9,9,3,5,3,1,6,4,5,9,4,5,6,9,4,3,3,1,8,7,4,5,4,4,5
224:8,9,5,1,6,7,3,8,3,7,2,6,6,9,9,4,7,8,7,3,4,4,6,1,8,4,6,1,8,6
225:4,7,1,5,3,6,6,6,7,3,6,6,6,6,9,2,9,6,6,7,9,4,5,9,8,2,7,9,3,3
